Start	Chr	End	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	K27ac_46_TAD	K27ac_68_TAD	K27ac_810_TAD	K27me3_46_TAD	K27me3_68_TAD	K27me3_810_TAD	K27ac_vector	K27me3_vector	Euklidian_dist
16849676	2L	16860269	535	846	935	1130	672	334	659	951	751	678	1389	1455	4271	3566	4276	2141	2745	2405	6127	2429	6713	6197	5469	4749	693	6442	939	808	1203	670	1913	1071	1355	1237	1850	497	3038	4890	2982	2746	2644	1744	5071	2342	9909	7002	7579	7518	1582	1064	504	1838	1930	955	2195	634	1743	1443	1809	1013	0.1245392974518	-0.267739498611154	0.145369411602116	0.136770585530039	0.45196610042154	0.183767113178332	0.00216921044276164	0.772503799129912	0.772506844723134
16849872	2R	16855968	8190	6507	4025	4872	6791	7730	11642	15902	12384	11076	10153	8916	3849	3840	3698	1568	2392	2695	4458	1719	6176	5736	5290	3894	4816	9563	4281	2982	3537	3237	7815	3121	3910	3561	2424	727	4549	7283	4949	3448	4040	3518	5141	2109	9499	7015	8729	8917	873	713	525	1062	797	467	1163	375	874	720	806	473	-0.333587281117193	-0.174055577769807	-0.000775213011723296	0.150553173276099	-0.134918935046734	0.0810859821245221	-0.508418071898724	0.096720220353887	0.517536217919597
16853929	3L	16863642	11272	10245	6249	8449	14523	15412	22949	27441	22418	23978	21710	18817	11253	13016	12511	4972	8895	8590	16910	6008	20088	21336	17046	13670	8365	18941	9825	6953	8027	9164	15455	6998	11339	9300	6915	2057	7655	12401	8095	6710	7706	6111	9772	4334	17549	13393	16699	16827	1543	953	701	1604	1860	777	1996	573	1428	1070	1354	835	-0.131864508039285	-0.128803826886024	-0.0355799372866842	0.0324080685390814	0.00431211171906192	0.12758678251229	-0.296248272211993	0.164306962770433	0.338762183254618
16855968	2R	16861620	4793	4464	3393	3960	6250	7553	9165	11538	9414	9725	9947	7870	3767	3508	4407	2016	2514	2421	4678	1796	5355	6072	4553	4437	3581	7907	4294	3011	2983	3074	5531	2724	3273	3155	2371	712	2360	4307	2730	2451	2522	1970	2993	1424	5577	4039	5214	5201	731	835	173	1029	637	473	1125	316	781	585	712	445	-0.184155882111566	-0.478968281635462	0.0349825718245549	0.273073948684254	0.290204864068597	-0.0743143736383639	-0.628141591922473	0.488964439114487	0.796020151894061
16860269	2L	16879101	1014	1553	1679	2405	1421	571	975	1002	1145	1161	2507	2457	4620	3243	3309	2724	3622	3500	4956	2085	7411	5244	6837	5234	1455	10223	1811	1531	2194	1204	2581	1465	1888	2018	3007	785	3091	5646	3084	2814	3163	2902	4229	2019	8496	5020	10137	9781	3839	2164	2315	4184	2863	2158	4528	1864	3528	4088	3745	2294	-0.136490380597441	0.0626244264781353	-0.0915702999999348	0.142522675313931	0.0655963246733439	0.116469581886239	-0.165436254119241	0.324588581873514	0.364317034545003
16863812	2R	16867844	6829	5791	4213	4272	7423	8373	12778	15970	12163	12639	11393	10067	3189	3106	3165	1398	2348	2197	4328	1644	5172	5132	4793	4216	7463	12279	7719	5360	4629	5422	15243	6666	8348	6962	4264	1339	3909	5766	3659	2512	3136	2786	4465	1774	7602	5513	6834	7008	608	419	331	444	298	336	951	301	653	496	534	342	-0.0968254622404737	-0.156075520240465	0.146581895099763	0.371070218159037	0.313289204134737	0.0205550228259075	-0.106319087381176	0.704914445119681	0.712887174298959
16865342	3L	16874326	514	771	921	976	1181	1075	784	812	700	738	2421	1780	3414	2512	2986	1569	2801	3150	4137	1762	5497	4796	5441	4774	1030	6840	1583	1172	1549	1999	2338	1159	1655	1480	2267	690	2009	4259	2286	1975	2279	2841	2903	1761	6364	4337	7444	7626	1910	1180	887	1987	1604	1066	2165	795	1624	1507	1657	1099	0.0175815622615924	-0.0787782703847684	-0.0573268908069681	0.00108700785595358	0.0128813379441837	0.0126471454029726	-0.118523598930144	0.0266154912031099	0.121475215066023
16867844	2R	16871720	4515	3683	2846	2981	7290	7255	10002	11222	9323	9068	9823	8665	3698	3303	3607	2118	2801	2858	5111	1962	6527	6528	5908	5407	4018	9013	4084	2780	2859	3989	6587	3021	4303	4088	2674	782	2649	4029	2732	1972	2459	2023	3557	1516	6187	4569	5373	5540	546	157	234	833	674	343	780	232	596	380	588	342	0.000621623424528141	-0.00291865345543294	0.16470584782573	0.203307680617784	-0.135929667213481	0.0657504073215636	0.162408817794825	0.133128420725867	0.209999525005358
16871720	2R	16920147	2611	4271	4712	6334	4145	1534	2422	2444	2883	2886	6270	5964	12593	7611	8936	7379	8704	9919	13213	5849	22007	15576	20641	15208	3753	24954	4755	4588	6267	3671	6947	3822	4743	5341	7774	2281	7892	15227	7761	7094	8998	8235	10318	5621	21728	13492	27207	27694	11071	5509	5013	10338	7986	4995	11319	4774	8231	9284	8531	5905	-0.0386182950561463	0.199635582163229	0.0920702556018108	-0.0428397937858595	0.0628775231336708	0.179695936930435	0.253087542708893	0.199733666278246	0.322407880982112
16874326	3L	16884308	566	696	954	1004	874	322	466	539	608	660	1227	1329	2618	1565	2174	1344	1996	2520	3130	1476	5342	3778	5038	3508	703	5784	1281	1006	1478	1066	1852	984	1171	1285	1740	507	1854	4051	1926	1720	2156	2445	2544	1315	5175	3356	7026	7199	2225	1219	1310	2411	1602	1555	2792	1324	2039	1927	2367	1746	0.202675133501022	0.196114479780292	0.0644130946074955	0.342238823544046	-0.0718232188160368	0.0597896793967855	0.46320270788881	0.330205284124794	0.56885171904413
16879101	2L	16886415	2553	2607	1856	2223	3586	2671	4678	6052	5066	5177	5479	4764	2570	2036	2652	1533	1974	2833	3153	1268	4680	4091	4198	3629	992	5160	1646	1192	936	793	1790	940	1172	1337	1441	451	2236	3879	2182	1934	1930	2105	2740	1315	5330	3597	5335	5510	1128	751	360	1205	1090	871	1433	376	983	920	937	539	-0.0548230643118715	-0.138414456863815	-0.129570082407233	-0.046632748982179	0.272131797805443	-0.613518842908206	-0.322807603582919	-0.388019794084942	0.504741626510701
16881362	X	16888843	7631	5917	3894	4317	7610	9716	13455	17263	13454	12764	12692	10695	5089	4675	5545	2229	4122	4041	6825	2597	8587	8763	7831	6501	2053	7182	2181	1907	1807	1784	3636	1847	2504	2191	1669	513	4362	6700	4704	3168	4059	3076	5097	2013	9325	6852	8244	8280	884	613	244	881	603	475	1161	311	783	599	751	459	-0.0695362991286382	-0.21211869231218	-0.0328379892940893	0.0155637166979949	0.297437898239751	-0.0184581285991745	-0.314492980734908	0.294543486338572	0.430884787705492
16884308	3L	16930627	2302	3981	4277	5672	4926	1659	2496	2378	2718	2752	6060	6002	16020	12037	13741	7674	13519	15427	20288	9368	33816	26512	30980	21473	3134	25187	6188	4392	5974	4328	7480	3895	4860	5718	7727	2337	8976	17434	8978	7554	10352	10755	12109	6525	26192	16841	31768	32817	11720	6213	5416	11344	8803	6351	11701	5406	8933	9264	9810	7067	0.128701543272757	0.265754825747618	-0.000815080876314965	-0.00460509212881111	-0.00705470667431848	0.0644836319685648	0.39364128814406	0.0528238331654352	0.397169763554585
16888487	2L	16910614	6890	6862	4838	6422	7682	8298	11838	14539	11522	12103	12842	11420	8571	6760	7974	3407	6531	6747	9779	3962	14637	13032	14394	11424	3933	16734	6159	4593	4497	4455	8280	4241	5498	5642	5569	1679	7175	12603	7225	5712	6842	5473	8609	3674	16376	10983	16952	16862	3530	2168	1372	4072	3468	1578	4263	1052	3018	2538	2577	1621	-0.151230455426535	-0.0684532999868257	0.111383937764325	-0.163193936282421	-0.0106037556031242	0.0471439293297855	-0.108299817649036	-0.12665376255576	0.166643409927741
16888843	X	16940897	2200	3499	3815	4182	3479	2159	2437	2898	2885	3035	5899	5485	9244	6038	6563	4870	6437	7811	9440	4292	14416	11115	13995	11126	2571	22603	5476	3599	5426	3359	6225	3136	3885	4352	6582	1915	6150	12487	6330	5731	6711	7121	7800	4771	16829	10512	20174	20032	7177	3548	3407	8022	7589	3965	8478	3157	6263	6123	5712	4104	-0.104410031522677	0.0906013713398948	-0.0261446577212292	0.0716340590562889	0.0205307018303827	-0.0384995926730272	-0.0399533179040112	0.0536651682136444	0.066904543126291
16910614	2L	17367957	23211	38127	41056	52465	32861	14704	23106	23229	26696	27361	60493	57348	111511	73953	93508	62518	91067	98901	128712	58098	201117	155340	187353	149610	35243	261197	51900	42372	60692	41336	70022	39316	58643	60054	83036	24253	75127	143467	78049	73068	85116	82743	104762	55083	223401	143537	242261	242286	248538	85581	110408	185376	121085	130255	177922	96346	130033	122662	142081	101749	0.0581187224177534	0.0613341882876473	-0.0193861878835935	-0.350041551628702	-0.419022921586659	-0.441163172026482	0.100066722821807	-1.21022764524184	1.21435756773856
16921618	2R	16956622	13945	12547	10154	11363	17289	19467	26575	30144	25396	24748	28011	25141	13920	12350	12376	7336	10348	11004	16430	6879	22750	20755	21859	18409	8008	29136	8950	7820	8283	6656	12690	6235	8393	8436	7785	2380	12185	19389	11810	9277	11206	9290	15619	6671	27309	19173	26693	27158	8638	3537	3195	7189	5687	3803	8594	3612	6611	6194	6370	4195	-0.161194270063361	-0.048710209746737	0.0735507714188376	-0.0853420337061722	0.193158780599931	0.115586759450029	-0.13635370839126	0.223403506343788	0.261727836575989
16930627	3L	16945595	614	1392	1709	1749	1330	717	852	840	936	940	2074	2079	6792	6094	6159	3064	6234	6531	8528	4239	14991	11896	13409	8407	1220	8143	2071	1577	2113	1958	2790	1366	1521	1587	2565	706	3631	7154	3775	2848	4080	4276	4710	2377	9407	6217	12424	12633	4164	2186	1781	3497	3220	2219	4094	1822	2794	3467	3058	2250	0.0494465949684757	0.258091395293508	-0.0963798988596559	-0.0595422402086774	0.108655164553968	-0.0853054119668984	0.211158091402328	-0.0361924876216077	0.214237335039703
16943367	X	16949499	2601	2506	1507	1863	2728	3940	4836	5784	4866	5276	5054	4419	3376	3527	4171	1281	3289	3199	4786	2023	6600	6564	5679	4416	2995	6348	3163	2668	3208	3391	5546	2327	3644	2747	2597	809	3371	5540	4243	3705	3605	3182	5309	2531	9783	6672	8291	7837	589	621	343	1006	707	452	973	301	731	673	720	496	-0.0130040430957691	-0.200746048652077	-0.213377839172362	0.43551252970909	0.0147612702660548	0.0744779956008533	-0.427127930920208	0.524751795575998	0.676611200271184
16949499	X	16969132	4229	4059	3217	3736	4861	5814	7684	9137	7748	8584	8988	7723	8493	7190	8417	3333	6412	6780	10408	4294	15252	14431	13930	10231	6411	15757	8468	6225	6908	6521	12453	5897	9098	7224	6121	1835	8119	12413	8644	7290	7533	6727	9866	4367	18474	13171	17469	17402	2122	1284	990	2306	1990	1092	2696	740	1965	1713	1748	1129	-0.084229948418694	-0.0425984495385806	0.018327700774625	-0.0232599101094804	0.0559243870646472	0.0365677293555339	-0.10850069718265	0.0692322063107008	0.128707030420908
16956213	3L	16970156	889	1238	1344	1754	1445	701	1022	1000	1156	1000	2403	2318	6076	4959	5764	2714	5261	6263	8786	3682	13530	11361	12459	8753	1238	8050	2140	1483	1792	1581	2634	1595	1968	2558	2884	924	3490	7352	3802	2846	3882	4316	5018	2722	10572	7298	12150	12525	2555	1896	1185	2849	2151	1576	3159	1304	2643	2504	2599	1751	0.191308015056561	0.244744990810374	0.0239876713104698	0.21137140675181	0.260281394409907	0.109130482439693	0.460040677177405	0.58078328360141	0.740909338022326
16956622	2R	17004763	11337	11791	9673	11155	14397	15293	20759	25516	20914	20842	24024	21215	14082	10950	12089	8302	11475	12268	17306	7069	24865	20439	23402	18711	6800	31561	8731	6223	8428	5836	12258	5938	8102	8057	9239	2917	12568	20789	12871	10014	11777	10138	15539	6742	28359	19060	30177	30359	8445	4973	3238	8660	8219	4193	9805	3471	7491	7297	7153	4592	-0.0285402781377698	0.0393123373286635	-0.0197346514146954	0.0107179825105032	0.252168744509521	0.123975617839826	-0.00896259222380174	0.386862344859849	0.38696615088381
16959044	3R	16970115	823	1006	1302	1666	1393	766	1172	1297	1129	1116	1979	1931	2394	1619	2116	1642	1818	1492	3327	1066	3693	2873	2847	1922	1478	8032	1712	1547	2121	1541	3809	2198	2076	2105	2311	663	4177	6527	4889	4643	3790	3467	9312	3010	11846	8271	9243	8508	90152	16370	34222	49296	20232	42645	58703	39392	36170	29479	42734	29161	0.0776251495318706	-0.234983974335429	-0.340951593836794	-0.292804941032958	-0.587952952081618	-0.599594011526307	-0.498310418640352	-1.48035190464088	1.56197152179526
16969132	X	17066518	4437	6159	6798	7213	4983	2362	3977	4229	4361	4481	9746	8929	15027	9770	11533	9353	11783	12830	15770	7385	24685	17338	23853	19337	5492	38010	7264	6706	8096	5277	9975	5755	7761	8440	12059	3419	11004	21048	10467	10163	11262	11111	14158	8179	30192	18086	35293	35830	13415	7064	4723	13486	10652	6854	15331	5628	11150	11008	10662	7275	-0.039333077911681	-0.00765178416497445	-0.0335135229413411	0.0138637557125593	0.239444100872594	0.0345200265806505	-0.0804983850179965	0.287827883165804	0.298872682455612
16970115	3R	16982018	439	961	1229	1370	1250	475	947	886	993	820	1799	1751	3464	2822	2308	1628	2089	1939	4321	1642	5768	4084	4088	2642	946	7655	1042	1062	1882	1068	2018	1205	1530	1669	2055	618	3882	6350	4519	4099	3844	3538	6909	2550	10623	7676	9116	9066	43518	11095	25244	35007	14819	31254	34750	22887	23943	21445	31202	21345	-0.0890636141033484	0.22123415026375	-0.128617774314471	-0.0160876919010207	-0.657172607762446	-0.603211088268699	0.0035527618459304	-1.27647138793217	1.2764763320666
16970156	3L	16986431	706	1410	1535	1786	1346	1152	1233	1156	1187	1138	2861	2683	4972	4232	4536	2706	4488	5358	6440	2889	10219	7512	10090	7632	1971	12370	3588	2257	2755	4898	5499	2587	3221	3131	4353	1316	3103	6751	3310	2795	3576	4108	4075	2624	8883	5623	10892	12028	3432	2195	1537	3939	2205	1930	3891	1548	3122	2879	3165	2214	0.0528602914689695	0.0956562368862174	-0.00138598344354707	0.0593092597580985	0.0570200047417181	0.128223198947315	0.14713054491164	0.244552463447132	0.285400253370695
16984440	3R	16988001	228	321	388	464	222	167	245	229	278	233	583	548	1696	1670	1653	770	982	1043	1977	850	2841	2454	2084	1413	176	2139	579	421	445	286	645	302	392	547	637	197	1208	1996	1609	1425	1281	1361	1729	818	3807	2613	3354	3491	1937	776	1226	1612	1072	1865	1636	891	1658	1980	2542	1720	-0.23803918062719	-0.184976822254964	-0.0735688979044686	-0.114322993875027	0.106624383964127	-0.162738842371515	-0.496584900786623	-0.170437452282415	0.525019512808601
16986431	3L	17002312	927	1567	1751	1994	1490	738	953	1123	1163	1105	2285	2252	6741	5325	6105	2619	5489	6416	8347	3501	14353	10851	13440	8712	3652	12813	5619	4148	4095	3390	10158	4076	5846	4655	4551	1321	5987	9766	5739	4060	5329	4690	7660	3251	13443	9203	15074	15311	3427	1470	1528	3033	2620	1510	3499	1139	2483	2670	2565	1784	-0.00944021590264865	0.175566756527392	0.0317546725424561	-0.230236359909488	0.0370220906883611	0.174717861184091	0.197881213167199	-0.0184964080370358	0.198743783889698
16988768	3R	16992980	3242	2740	3570	3958	6220	8289	5815	9249	10497	9902	11531	9708	5418	5870	6599	2048	3783	4982	7721	3091	10056	10462	8652	6746	1113	5175	1327	1082	1151	1578	1650	976	1607	1721	1610	518	4697	7575	5131	3557	4598	4516	5603	2450	10815	8380	10554	10750	1212	491	469	1062	1403	664	1382	474	1061	913	903	588	-0.0729924353010479	-0.220413974858902	-0.031432530834393	-0.0350147222977089	0.256449116558898	-0.192964445630529	-0.324838940994343	0.0284699486306604	0.326084154109578
16996570	3R	17002212	4455	3867	3266	3736	6206	7360	8965	10813	9325	8838	10139	8645	3379	2888	3186	1329	2998	2766	4351	1808	6005	5402	5326	4753	2242	6580	2264	2585	2209	2236	3838	1955	2454	2452	1973	649	4334	7054	5105	3620	4346	3562	5473	2127	9409	7011	8911	8996	965	545	453	993	771	428	1066	319	778	718	749	427	-0.0146470502989782	-0.022833494498803	-0.0332497001336411	-0.1654140396999	-0.0674429247540149	0.0823013553240347	-0.0707302449314223	-0.15055560912988	0.166342294647297
17002212	3R	17041133	9867	10325	8335	9725	12667	13782	18347	23023	18815	19133	21536	18666	19489	16866	18069	7941	15036	14954	25118	9971	36643	30924	30265	21655	5793	26801	7954	5842	6586	4897	10039	5200	6419	6836	7735	2155	12511	20523	13048	10474	12600	11041	16645	7535	30627	21032	31891	31709	11019	6780	6132	11270	8950	7240	11946	5889	9703	10939	12324	8435	-0.0546101504698296	0.0372448416914834	-0.0667260481405924	0.167738418074171	0.0864588750323201	0.166767644842701	-0.0840913569189386	0.420964937949193	0.429281766781488
17002312	3L	17011968	3347	3491	2143	2484	2407	2598	5336	7965	5757	6208	4770	4095	7612	8116	9412	3314	5898	5393	11312	4956	14173	15111	11323	8305	13300	18575	16483	9637	8044	8362	35960	13319	23041	12685	10057	2714	7743	12731	9620	7567	8795	7696	11802	5330	22662	16874	20244	20051	1786	1026	907	1820	2209	1489	2579	779	1977	1770	2119	1514	0.0655303019789301	-0.218402073149108	-0.060252679607266	0.222066133132187	0.317129532071876	-0.0612020092645511	-0.213124450777444	0.477993655939512	0.523354532451576
17004763	2R	17016059	7447	7396	5280	6594	10522	14251	17773	20741	17158	18383	18959	16032	6317	6057	6606	3163	4947	5022	8227	3043	10140	10216	9573	8514	5506	13514	6500	4552	5110	5274	9385	4340	6755	5945	4501	1333	5104	8332	5836	4508	4970	3864	6928	2909	11461	8160	10565	10620	1358	1086	710	2266	1789	835	2068	510	1553	1209	1370	756	-0.163168227700111	-0.234699363460915	0.0217766748781234	0.175035913761717	-0.132813076686395	-0.0324491437647576	-0.376090916282902	0.00977369331056371	0.376217892173461
17015971	3L	17035536	10179	9283	7215	8001	12778	13030	18580	23755	18990	19190	18933	16458	10612	9490	9391	4350	8107	8999	13916	5589	21732	17870	18852	13003	6112	18280	7908	5903	5760	5352	11310	5392	6324	6581	5106	1618	11208	18182	11935	7940	10499	9119	13386	5478	24362	17490	25786	25814	4197	1830	1548	4180	4119	1891	4063	1368	3184	2991	2783	1901	-0.0449118740498375	0.209610499857036	0.0375118349940545	-0.28500908547628	0.0476417614652035	-0.0452104682098747	0.202210460801253	-0.282577792220952	0.347475580600885
17016059	2R	17019680	5338	4972	3586	4484	8639	8999	12211	14300	11224	11684	11705	10246	2996	2948	2944	1583	1970	1860	4025	1476	4569	4959	3954	3713	6600	11722	7293	4576	5245	5212	11024	4802	6544	6177	3767	1141	3792	5140	3489	2859	3317	2301	4581	1603	6518	5234	5713	6000	620	370	220	574	457	273	853	259	486	370	534	279	-0.142896212383788	-0.160976288895036	0.167112148916054	0.161119855893764	0.0301874954803744	0.188015603118904	-0.136760352362769	0.379322954493043	0.403223632471759
17019680	2R	17027575	6480	5929	4227	6100	10157	11243	13969	16876	14204	14974	14835	12687	5500	5682	6816	2891	4305	4099	8420	3142	10316	11036	8844	7946	4299	10932	5741	3507	4264	4127	7769	3625	5846	4918	3665	1103	4721	7075	4834	3998	4406	3411	6251	2712	11412	8944	10188	10413	1371	607	519	1498	1099	619	1531	396	1135	820	1179	614	0.0189799262554875	-0.208459183010016	0.160377674366758	-0.241601784234057	-0.0981495492901403	0.146138808226168	-0.0291015823877712	-0.193612525298029	0.195787415452966
17027575	2R	17056947	10707	10261	8216	9897	14947	16968	22182	26411	22965	24102	25062	21320	14295	12721	14384	6613	11220	11710	17962	7196	24259	23421	22979	20110	13041	34423	17755	13397	14973	15630	25139	12005	20508	16040	14248	4281	11804	20637	13187	11039	12335	10538	15346	7403	29127	20365	28711	28961	4321	2757	1961	5256	3799	2124	5401	1490	4099	3462	3629	2105	-0.104757619749881	-0.131091007719804	0.0716085349978488	-0.0469618956214813	0.00132894495465955	0.0572463004182683	-0.164240092471836	0.0116133497514465	0.164650168137195
17035536	3L	17043312	8866	7735	5329	6280	10913	13925	17395	21704	17683	18026	18600	15777	5466	5437	5281	1876	4747	4674	7538	2942	9718	9096	9289	8084	2804	8314	3651	2662	3166	2712	5154	2547	3321	3330	2689	807	5518	8878	5551	4146	4857	3728	6938	2573	10937	8350	9915	10451	1311	672	655	1420	1338	602	1546	448	1093	919	1065	649	-0.0714899069258446	-0.0283941761566	0.0425300406990611	-0.0935894956597192	-0.166850946450185	0.14148141987353	-0.0573540423833835	-0.118959022236375	0.132063375502632
17043242	3R	17053193	4686	4084	3483	3861	6735	7301	9563	11938	9711	9475	10900	9273	5184	4463	5227	2115	4347	4360	7176	2744	10005	8234	7499	6382	3383	10155	4207	2985	3384	3962	5875	2957	4071	3961	3251	988	6320	9961	7037	5873	6344	5849	7818	3614	14611	10759	13598	14047	2311	1626	1272	2052	1840	1604	2694	1339	2238	2110	2815	2028	0.0263863144981072	-0.0635652846383648	-0.16923871977725	0.274928320406002	0.186643042042599	0.247688267851701	-0.206417689917507	0.709259630300302	0.738686324419642
17043312	3L	17051168	2743	2505	2143	2607	4103	4141	5183	6842	6300	5494	5598	5328	4208	3589	3535	1545	2739	3019	4832	1922	6351	6140	5416	4179	1235	6073	1474	1268	1416	1227	2437	1235	1489	1606	1668	534	3656	6593	3867	3163	3729	3237	4779	2250	8710	6104	8310	8606	1386	957	630	1483	963	765	1701	616	1222	1258	1303	897	-0.209159020848299	-0.0389254600155598	-0.112491874658111	0.106340980317718	0.136574659430317	0.170868288348551	-0.360576355521969	0.413783928096586	0.548846469709468
17051168	3L	17242543	17935	21818	21391	26151	23394	17978	26043	28204	25623	26926	40678	36642	52281	36294	41907	27134	43861	48971	62039	28877	94283	72727	92929	73361	19983	114899	25295	20985	30376	23045	35988	20662	27486	30418	36281	11132	42460	83992	39674	33955	42368	42835	55648	30008	111081	73249	127195	131781	45810	22900	19869	41196	30406	22457	48678	22768	34610	36745	34520	24476	0.092759083272574	0.12539271995606	-0.00569460965776435	0.096265327540141	0.0967324980538424	0.0460634030533668	0.212457193570869	0.23906122864735	0.319825468251655
17054530	3R	17066465	788	1122	1462	1477	2077	2592	1494	1388	1642	1756	2963	2949	7392	5705	6559	2712	5747	6405	9323	3660	13671	10853	9192	7156	3137	11475	3073	3690	5016	7369	4641	1997	2809	3704	3445	1040	9184	14579	10505	9042	9817	9184	12405	6035	23785	18385	20928	21725	2929	2156	1691	2984	1924	2399	3245	1635	2906	2840	3776	2746	-0.0142081455989608	0.0346210001457005	-0.420202918820044	0.213864587728012	0.122739949441225	0.0979305712728274	-0.399790064273304	0.434535108442064	0.590468336120074
17056947	2R	17062725	3492	3224	2435	2720	4779	4485	5984	8375	6937	6947	6847	6006	3628	3471	3087	1448	2779	2969	5080	2079	8076	6531	6863	4267	1232	4368	1816	1700	1591	1037	2583	1263	1552	1537	1283	413	3795	6231	4083	2310	3494	3063	4782	1771	8131	5992	8780	8781	1036	400	365	1147	885	460	1167	423	817	784	731	497	0.0133364670347725	0.375152014623362	0.0835457604792774	-0.0168640671248725	0.058096620670384	0.0617525703953105	0.472034242137412	0.102985123940822	0.483137932171909
17062725	2R	17092239	3182	4198	3667	4627	4376	3308	4667	5786	4910	4863	7264	6982	14002	12767	13926	6268	12436	13907	20121	8800	31888	26550	28234	19431	2826	17653	3982	3773	4815	3934	7151	3692	4748	5597	6079	1773	6844	13715	7665	6140	7733	8566	10561	5778	22714	15076	25356	26209	7033	4069	3437	6736	5256	3759	7767	2885	5389	5712	5957	4081	0.134910594802844	0.203014739486224	-0.00406939107816337	-0.0273560792989752	-0.0175249885489145	0.0640047261870481	0.333855943210905	0.0191236583391584	0.334403207409133
17066465	3R	17080194	10412	9092	6783	8111	13606	15069	20794	25729	21512	21458	20863	18324	8624	7491	8760	4105	6878	6618	11693	4269	13934	14050	11563	10429	9735	20256	9325	7651	6756	7645	16286	7148	9092	8893	5832	1829	8392	13444	9443	7635	8402	6876	11070	4716	19585	13778	17344	17250	2290	1212	922	2747	2680	1122	2718	858	2166	1889	2244	1325	-0.0417347724966759	-0.182645535895369	-0.133026283312233	-0.0323799504393694	0.105787119916463	0.296790670181554	-0.357406591704278	0.370197839658648	0.514573524660566
17066518	X	17077623	3382	3408	2912	3520	6145	7036	8659	10346	8989	8977	9652	8427	4051	3449	4316	2156	2992	3358	5071	2004	6871	6583	6357	5615	6123	12744	7241	5533	5628	6413	9957	4935	7487	6833	5020	1457	3930	6609	4731	4194	4226	3446	5021	2289	9751	7104	8942	9810	1164	635	420	1314	1129	591	1501	430	1150	870	1080	676	-0.0879435121311541	-0.220123852605198	0.0786393571646143	0.0282852767598254	0.187924175119382	0.206253662036194	-0.229428007571737	0.422463113915401	0.48074139958759
17078548	X	17106531	4039	3885	3842	4495	4958	4786	7160	8475	7483	7334	8014	7388	9585	7924	9371	4136	7677	8141	12624	5457	19222	15794	15972	10798	2939	14558	4021	2817	4255	2372	4904	2597	3329	3463	3686	1168	6096	10681	6196	5422	6294	6017	8140	4188	17497	11800	18275	18055	4966	3096	2347	4941	4076	2900	5482	2353	4065	3809	4197	2986	0.0703900632532174	0.0351009302920485	-0.103298629179807	0.0799202014518848	-0.0157852838094942	-0.0394447681387237	0.00219236436545898	0.0246901495036669	0.0247872940036696
17080194	3R	17088054	11417	9757	6464	7618	12144	14035	21432	28732	21126	20494	19166	16525	9175	10662	10113	4570	5744	5348	12307	4339	12698	14522	10656	10154	16396	23949	16907	11001	9449	11398	30165	12423	16216	13010	7819	2374	9921	14839	10911	8181	8883	6976	12796	5142	21085	15968	17681	17530	1291	459	585	1465	1547	629	1564	442	1128	896	1056	556	-0.304506191227102	-0.424602986503486	0.0747799874152172	-0.0704126872543057	-0.104844893989695	-0.0286680701751958	-0.654329190315371	-0.203925651419197	0.685370236153798
17088054	3R	17115132	6278	5962	5544	7094	9179	8296	11610	13637	11566	11265	12636	11793	13662	11742	12985	5058	10754	12081	18078	7468	27166	23112	24470	17377	8357	24419	9881	7276	8304	7784	13834	6608	8551	8570	7447	2325	10928	18113	11311	8181	11392	10074	13567	6061	25561	18298	28329	29300	5939	3702	2793	6331	4996	3390	5989	2284	4746	4600	4678	3383	0.0167809369408051	0.0878615676742848	0.0173371791090997	-0.139717306748852	-0.0714195341410138	-0.0958908804625338	0.12197968372419	-0.307027721352399	0.330371101823843
