Start	Chr	End	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	K27ac_46_TAD	K27ac_68_TAD	K27ac_810_TAD	K27me3_46_TAD	K27me3_68_TAD	K27me3_810_TAD	K27ac_vector	K27me3_vector	Euklidian_dist
2797224	X	2868961	3031	4238	5224	4573	3562	1853	2503	2665	3046	3202	7524	6871	15098	10932	13256	8410	12364	13736	17143	8251	26087	21481	24509	19989	3793	29330	7030	4912	7195	5062	8295	4477	6365	6744	9315	2887	8680	16546	8717	8250	9963	10771	11837	7165	27309	17456	30670	30575	14742	6378	6063	12464	8914	8600	15579	7081	11416	10187	12154	8756	0.0275095078023093	-0.023215023682829	-0.0740838596775615	0.0645130791753189	0.0858343087026294	-0.0636036242761749	-0.0697893755580812	0.0867437636017735	0.11133300258498
2801170	3L	2822261	1125	1737	2171	2350	2037	2264	2884	2283	2628	2686	7069	5744	11415	9594	14702	4438	11915	12130	16249	6735	22228	22055	22091	18488	8733	29028	11501	10653	10674	17589	15562	9301	19256	15624	18469	4940	9719	19989	13736	12997	14451	14750	14693	9531	35862	25127	34956	35097	4081	2447	1492	3998	4219	2098	4755	1535	3763	3013	3332	2168	0.140347334997236	-0.268143341634116	-0.0882683553595288	-0.0461476885295373	0.235810973769322	0.0302876645668339	-0.216064361996409	0.219950949806619	0.308321632140447
2807749	2L	2855342	2577	4132	4929	6200	4982	3034	3567	3287	3619	3875	9599	8294	19585	16008	16459	7769	16938	18219	24487	11030	43898	33404	38938	24447	4791	27285	6434	5785	6516	6705	9263	5066	6628	6369	10250	2944	15916	23967	14576	11022	14509	13588	19614	8116	35139	24520	40660	40618	28359	9897	11841	20943	13067	12887	22477	12056	13012	14319	14474	10469	0.0342751660779784	0.361808419887145	-0.018691766734553	-0.21179973522494	-0.434224080850666	-0.39198931573234	0.37739181923057	-1.03801313180795	1.10448895287726
2826134	3L	2851695	1374	1975	2661	2729	1630	976	1257	1569	1736	1664	3557	3389	10411	8889	10602	4192	9064	11277	15399	7154	21044	19648	22792	19265	8738	21957	14838	10078	10561	11169	17945	8624	16228	11216	13118	3671	10492	21853	12667	10680	12713	13136	14860	9171	35562	24374	38607	37926	4132	3295	1836	4622	3994	2947	5404	1535	4179	4073	3628	2584	0.269381102970437	0.0790136009855101	0.21007187697391	0.0367507299221527	0.275762740781913	-0.272179846169827	0.558466580929857	0.0403336245342393	0.559921175955646
2851695	3L	2885410	7885	8169	6160	7653	7841	7469	11442	16854	13355	13639	13378	12049	40160	37171	55041	18568	35625	32332	54913	22625	72553	83931	63270	52650	61181	77020	72659	43532	44326	47832	105431	44707	78208	47610	37413	10645	38788	65069	55517	46368	50891	42756	54008	26348	114151	88208	96426	94803	5370	3349	2370	5963	5791	3236	7418	1804	5197	5257	4927	3190	0.00853288157967987	-0.345060711285761	-0.0758799291869157	0.02001422062569	0.25045441126181	-0.0340735139389027	-0.412407758892997	0.236395117948598	0.4753554579313
2855342	2L	2864061	4300	3648	3726	4430	10282	12480	11995	12870	12101	12246	16613	14097	6619	5943	8425	3431	6669	7016	10264	3743	12331	12726	10939	10602	3387	12276	3698	3367	4085	6987	4430	2585	4501	4564	5186	1546	5128	9521	7172	6996	6557	6181	8037	4140	17396	12528	14115	14333	1962	1043	958	1961	1580	1177	2105	871	1916	1537	1846	1203	0.12740893922473	-0.284831688650176	-0.174223081824199	0.00693271716080538	0.102918800939324	0.013310155961172	-0.331645831249645	0.123161674061302	0.353776419992698
2864061	2L	2874337	5033	4726	3391	4164	5315	5806	8845	11391	8629	9007	8855	7783	8107	8077	8819	3347	5320	5433	9387	3501	12351	11746	10205	7813	11245	19910	12160	8769	7326	9201	19259	7949	10926	8996	6608	1889	5764	9898	7132	5753	6747	5434	7900	3702	15012	10533	14452	14536	1519	1028	1070	2076	2251	838	2062	601	1522	1389	1411	932	-0.356358668359802	-0.410490625395784	-0.106869912204393	0.111284455592144	-0.262120056924188	0.125091696809625	-0.873719205959979	-0.0257439045224194	0.874098392335437
2868961	X	2915849	1808	2860	3248	2510	2653	982	1557	1592	1888	2003	4252	3977	8893	6056	6877	4154	8038	9317	10303	5122	17142	12535	17520	13097	2454	15699	3638	2559	4521	2481	4503	2560	3233	3411	5372	1461	6233	11829	5654	4988	6999	7643	7985	4749	17442	11271	21519	22090	7958	4146	3428	7111	6724	4114	8156	3810	6083	6796	6116	4433	0.120889426943078	0.238098067703827	-0.0320638089337947	0.041556496165006	0.163310953630631	0.0135159529722237	0.32692368571311	0.218383402767861	0.393154431343097
2874337	2L	2879069	7812	6178	4256	4762	9008	9622	14529	18238	14122	14504	14372	12210	4232	4226	4488	1928	3088	3070	5973	2190	7507	7216	6249	4921	6200	10806	5190	4009	3156	4146	9455	4132	5562	4779	3029	1008	4445	6000	4576	3159	3522	2674	5109	1879	8068	5982	7142	7276	686	427	356	857	579	385	973	289	710	497	624	396	-0.0836136873272204	-0.146324508116549	0.00957182453222443	0.190726041150674	-0.107763219323454	0.0426334489408209	-0.220366370911545	0.125596270768041	0.25364494999815
2879069	2L	2885759	5448	3834	2602	3349	3978	5372	7581	10870	7707	7366	8367	7096	4978	4665	5073	1562	3562	3756	6764	2658	8601	8486	7300	5579	3321	7013	3491	2567	2062	2210	6569	2931	3315	3119	2193	694	6418	9258	7067	5532	5823	4603	8700	3254	14243	10870	11643	12309	853	710	568	1050	992	458	1200	351	924	743	761	478	-0.0431494706896568	-0.107188925855665	-0.0355389312024074	0.168116763581546	-0.123384101417767	0.071494232733323	-0.185877327747729	0.116226894897102	0.219223794484218
2885410	3L	2980039	4806	7369	8393	10399	6842	3019	4532	4544	5072	5169	12017	11522	24527	15636	19887	12318	19239	22258	27930	12604	44931	32711	41793	32145	7429	48156	9871	8918	11985	9108	12671	7695	10907	11849	15893	4486	14268	27489	14502	12636	15668	15752	17363	10150	38662	23777	47074	48189	21145	10404	8838	20095	16080	10664	21538	9268	16013	16388	15572	10897	0.0624048507326819	0.0933795231685481	-0.0150837969349086	-0.0319173474668085	0.0598582869189699	-0.0380292610072672	0.140700576966321	-0.0100883215551059	0.14106178288415
2885759	2L	2969824	11336	12921	12764	14478	14813	11656	17048	20069	16999	17545	23544	20999	40363	36557	40080	18128	32212	33158	52615	22464	73152	68640	66586	49912	16959	61831	25564	18486	20205	18549	33912	17176	26536	22190	24963	7344	33355	60501	38648	34306	39192	37558	51773	26396	108920	78242	106469	104985	17658	11210	8440	18581	15925	10652	19519	6785	15305	15166	16333	11283	-0.0184641002433991	-0.0383504668392249	-0.0198161516554635	-0.0731773529729532	0.0599562842965547	0.0229093770767312	-0.0766307187380875	0.00968830840033259	0.0772407300196977
2915849	X	2949440	1156	1894	2500	2466	2096	1055	1198	1253	1584	1522	3298	3036	8828	6117	7017	4297	7679	9082	10334	5207	19685	14236	18344	12097	1764	12655	3434	2842	3134	2249	3738	2034	2454	2845	3771	1137	5472	10887	5987	4592	5920	6798	6832	3735	15396	10023	19792	20662	6408	3766	3415	5984	5322	3519	6598	2931	4770	5438	4963	3568	0.135496694120153	0.401393735718494	-0.00139175512250786	0.00715727604056847	-0.0536600720222379	-0.0688033007061763	0.535498674716139	-0.115306096687846	0.547772148393954
2949440	X	3134775	8796	13898	15011	15783	11454	8887	15871	19039	19942	22171	29940	26730	63738	52278	62490	26049	50852	59205	97241	44453	138011	135917	120550	94889	24283	105842	30138	26128	31683	37264	90004	41305	93226	56259	61323	17108	46379	85675	53562	51304	56023	63619	74814	42815	183514	131846	174614	172624	49339	24525	24951	44238	31829	37620	46902	19150	33561	32827	39057	28561	0.330532832160105	0.27294187355673	0.122989149903886	-0.17208452831346	-0.23459521405612	-0.496784998720302	0.726463855620721	-0.903464741089882	1.15930939438785
2969824	2L	2979099	16526	13233	9482	10661	17937	19376	28612	37645	30025	28238	24400	21776	9088	10028	9424	3839	6749	7009	12710	4865	16860	16413	14372	10741	8905	16244	10826	6610	5753	5347	14178	6252	7605	6679	3849	1163	10354	15867	10966	7917	9899	7861	12513	5020	22002	16722	19282	19771	1594	1042	898	1612	1402	708	1873	652	1367	1029	1178	701	-0.146342194291845	-0.0397420017372828	0.0147033557308809	0.0175746914669606	-0.24453123349687	0.0371493588126964	-0.171380840298246	-0.189807183217213	0.255730638020136
2979099	2L	2992847	13691	12116	7978	9293	16870	18470	25965	32929	25508	25664	24344	21993	8309	7507	7761	3482	5817	5876	10419	3896	13817	13257	12731	9939	14591	24968	15964	9655	8853	10423	25889	11692	13975	11740	7948	2392	11859	16642	11800	8289	9524	7332	14205	5197	21796	16573	19950	20539	2316	1567	1289	2748	2672	1113	2680	809	1972	1483	1692	1007	-0.166548028971232	-0.0576948743439966	0.105153750810028	-0.0978369594032229	-0.35524853666699	-0.0932576979780935	-0.119089152505201	-0.546343194048306	0.55917180895259
2980039	3L	3035176	6049	7163	6102	8270	7055	4169	6818	8960	7657	7873	10627	9860	14349	8845	10695	7783	11108	11759	14756	6673	25255	17162	22845	17712	5047	28813	7930	5732	7868	4324	9267	5190	6354	7001	9120	2693	10104	16673	9535	7909	9555	8809	11144	5832	23800	14686	27312	27692	11512	6692	4340	11871	9989	5825	12476	4884	9251	9838	8772	5883	-0.0631249218088071	0.113302475348984	-0.0229277934713394	-0.0155558394880273	0.183154053972931	-0.0248505297143069	0.0272497600688373	0.142747684770597	0.145325327906648
2992847	2L	2999106	4955	4433	2997	3729	6792	7440	10110	11997	10266	10887	10594	9163	3110	3083	3294	1680	2567	2824	4269	1714	6073	5685	5661	4726	5746	10625	5542	4394	3705	4502	10262	4364	5910	5178	3808	1028	4339	5914	4493	2874	3509	2767	5012	1616	7909	5864	7941	7996	914	551	389	1178	839	528	1187	302	980	808	846	461	-0.0556052410329588	-0.0256070401848126	0.104218534369292	-0.0315230906881224	0.152270146827701	-0.0738672546535493	0.0230062531515207	0.0468798014860292	0.0522207187947596
2999310	2L	3018374	5147	6067	3678	4607	6339	5921	8611	10304	8844	9390	10328	9198	12006	11649	11246	3576	8838	9781	16498	7313	23382	21573	21852	15170	41334	49035	40316	23868	22406	26409	52719	24066	38436	23738	22731	6451	13263	20955	14265	12564	13465	12732	18324	8399	35661	26139	33956	32872	9396	4679	8269	13407	7667	8465	7950	4198	5944	6159	6072	4589	0.0341114098626393	0.137187047208642	0.132625358778931	-0.132179385816772	-1.03923175206405	-1.00614650251586	0.303923815850213	-2.17755764039668	2.19866481372012
3018374	2L	3022962	2095	1931	1783	1957	3405	3238	4825	5936	5158	4699	5229	4153	3025	2868	2882	1047	2415	2752	4324	1719	6618	6000	6016	4036	1291	4481	1888	1197	1253	1141	2791	1192	1605	1423	1195	324	3759	5606	4409	2554	3555	2885	4755	1793	8607	6112	8022	7896	789	302	230	893	1020	410	887	253	660	574	535	380	0.0295639318569421	0.267720650385877	0.0986917009659469	-0.168152219076528	0.157153732864841	-0.191714864896243	0.395976283208766	-0.20271335110793	0.444848198356738
3022962	2L	3029252	10871	9505	6637	7665	15974	16062	21637	26493	21403	21536	21246	17699	4263	3734	4148	1592	3361	3295	5795	2186	8082	7268	7218	5916	7687	15014	8752	5770	5616	6301	13849	6284	8040	7169	4282	1330	5975	8567	6017	4412	5261	3992	7462	2532	11245	8556	10410	10584	1043	657	718	1180	879	686	1478	442	1081	847	969	554	-0.0212564349775028	0.0248059604634026	0.134485818173156	0.191178669574535	-0.177632836945592	-0.22494953347033	0.138035343659056	-0.211403700841387	0.25247827793398
3029252	2L	3040456	10739	9581	7226	8737	15629	20515	23538	28241	25335	25328	28813	24097	7803	7213	8886	3878	6748	7215	10897	4142	15957	15113	14874	11568	4173	11685	4539	3467	4412	3983	6771	3368	4556	4359	3581	1199	8857	13615	8719	6414	7875	6355	10394	4145	18100	13130	17387	17962	2097	1117	631	2087	2345	929	2179	594	1539	1369	1508	865	-0.0167762834923695	-0.0548988685484152	0.0721153890579399	-0.316122027740411	0.0848203664019341	-0.0228988596364049	0.000440237017155273	-0.254200520974881	0.2542009021867
3035176	3L	3054695	13793	12180	8737	9960	16845	19651	27234	36210	28744	27466	29332	25457	16203	16159	17435	6400	12842	12741	22968	8623	29660	28006	24206	19002	10151	23497	10306	7119	7533	8703	17537	8258	10454	9536	7698	2420	19254	27405	20911	15922	18147	14779	24206	9412	42982	31581	37511	37474	3410	1570	1747	3473	2594	1651	4005	1185	2923	2523	2770	1663	-0.0611868777149192	-0.135188908405182	-0.0937562741266721	-0.0910942869005098	-0.0844531900710354	0.0543566814863269	-0.290132060246773	-0.121190795485218	0.314426177811863
3041800	2L	3056349	850	1268	1702	1896	1308	439	807	937	1075	1030	2125	1909	10264	9362	9008	3319	7786	8683	14121	6133	24015	20219	20090	11461	1370	7995	1806	1377	2065	1213	2764	1388	1522	1815	2399	617	6643	10343	7090	4629	6427	6126	8647	3961	17615	12443	18919	18925	4000	2311	2229	3879	3415	2347	4235	1706	2967	3624	2765	2043	0.0665462089347358	0.430230620882424	0.0609889243451758	-0.0298550556851176	-0.0624889297514142	-0.308536533484951	0.557765754162336	-0.400880518921483	0.686882687922062
3054695	3L	3061741	3448	2765	2321	2393	4444	4973	6363	8277	6880	6735	7565	7134	5854	5314	8281	2023	5895	6282	9235	3374	10833	11885	9980	9645	5156	11652	7040	5016	5429	7401	9676	4370	7433	5901	5744	1612	5956	9595	7455	7117	6417	5385	8354	3923	14752	11205	11105	11388	693	414	399	1075	1227	383	1152	352	897	677	795	467	0.145549144529028	-0.398829737522528	-0.140186153442592	0.436051153066629	0.0249743724461249	0.34782311191442	-0.393466746436093	0.808848637427174	0.899473289663901
3058912	2L	3081470	3019	3334	3202	3671	2505	1347	3038	4196	3471	2978	4354	4375	15836	13757	14686	5633	11130	11508	21492	9174	32157	27777	25519	16210	6122	17945	6208	4041	4169	2930	9994	5162	6388	5511	5528	1722	15232	20017	14113	11678	11216	9694	19006	7517	35963	25230	31799	31214	6802	3845	3258	6351	4968	3444	7474	2777	4894	4989	4745	3374	0.0695401393507981	0.164336486679551	0.0135381662495465	-0.0344657058909968	-0.105615096845479	-0.110746781603686	0.247414792279895	-0.250827584340162	0.352318827917023
3069850	3L	3081963	9729	9878	7285	8757	16739	19513	24946	27570	26726	28787	27493	23756	12868	12501	18454	4533	12309	11664	18638	7332	22722	25615	19799	18688	18240	30388	29030	17950	19233	25992	34073	15315	31502	22056	19887	5374	9330	16625	13174	10804	12253	10497	13947	6964	27832	20210	24077	23687	1559	1180	969	2164	1841	1055	2379	600	1806	1440	1826	1011	0.0224649783772574	-0.464410586880401	-0.150467752461408	0.1903196219988	-0.0651192481052966	0.0462853320029937	-0.592413360964552	0.171485705896497	0.616734089844348
3081470	2L	3108044	1376	2364	2710	3190	2425	1130	2011	1731	1834	1992	4660	4314	10210	9489	9510	3692	8047	8481	15379	6874	19324	17342	18234	13987	2808	17711	3666	3351	4606	4724	9332	4869	7355	5984	8691	2445	7439	13169	8378	7350	7663	7416	14901	6331	27446	19052	25621	25495	17228	5576	5283	9467	5336	5223	10769	3932	6064	6277	6029	4441	0.204920832400377	0.0839025376460509	0.112379803566165	-0.860565236987199	-0.426963159379232	-0.339348305812454	0.401203173612593	-1.62687670217889	1.67561683884152
3081963	3L	3090509	625	630	863	912	1036	630	628	829	856	756	1813	1614	3489	3043	3443	1277	2899	3688	5119	2148	6820	6288	6788	5181	2775	8745	3730	3483	3613	4348	6660	3038	5036	4213	4361	1250	2710	5365	3386	2803	3297	3140	3970	2179	8640	6168	9135	9236	968	842	740	1467	1599	573	1697	383	1291	981	1077	582	0.166273399684675	0.0667664430979896	0.0144875392268579	0.328903091578922	-0.10775391662218	0.150511321934571	0.247527382009523	0.371660496891313	0.446543760222877
3090509	3L	3096405	542	482	570	746	606	164	281	382	386	308	857	721	2922	2999	2901	1055	2033	2432	4102	1685	6589	5416	5446	3324	480	3639	750	965	817	497	1003	629	729	761	1157	296	2238	3515	2175	1599	2205	1896	2580	1269	5079	3558	5971	6060	1605	1029	889	1731	1425	1088	1708	867	1380	1567	1439	999	-0.0338076241071641	0.182459571927349	0.104910388462896	0.158703870824254	0.027436001468931	-0.188075677321624	0.25356233628308	-0.00193580502843974	0.253569725563684
3096405	3L	3127676	4167	4332	4656	6004	4831	6637	8396	8724	8089	8580	12501	10875	12986	11555	12904	5319	10970	12117	16966	7157	24094	21528	23067	18846	6076	25234	8881	7748	9016	10660	12833	6581	10900	9437	11505	3150	9105	17246	10795	9232	10697	11142	12330	6667	26023	18486	28608	29578	7414	3941	3179	7534	5659	3265	7369	2709	5333	5360	5117	3581	-0.0113155086281018	-0.0412916692654179	0.0165759764220924	-0.186788296617037	-0.095545113870001	0.0634598378588111	-0.0360312014714274	-0.218873572628227	0.221819494802685
3108501	2L	3144794	1754	2996	3612	4213	3176	1491	2333	2144	2197	2476	5830	5496	11448	9003	10037	5325	9341	10283	14899	6958	21516	17084	21358	17412	3396	23874	3681	4566	4787	6147	6630	4541	7175	7373	9777	2763	5856	12953	6784	5587	6775	7014	8362	5057	18759	12033	22354	23549	9216	4929	4524	8584	6490	4599	9261	4045	6821	6858	7180	4679	0.14590258554997	0.0752265841623901	0.138295915086031	-0.0406628810829798	-0.0928361357314218	0.00664784503068713	0.359425084798391	-0.126851171783714	0.381153002566203
3127676	3L	3143537	4809	5016	3662	4566	6554	7180	9122	10762	9049	10295	10305	9579	8443	7783	8931	3526	6919	7279	11578	4826	16207	14286	14502	11086	4933	15932	7159	5640	5858	7599	9820	4876	6886	5980	6453	1867	6174	10952	6618	5484	6348	6141	8027	4189	16925	11493	18058	18311	2727	2209	1343	3143	2531	1735	3422	1220	2635	2591	2519	1626	0.0239964111818684	-0.0921737505821651	-0.00129003086007862	0.127965672130912	0.123116087076267	-0.104697365207125	-0.0694673702603753	0.146384394000054	0.162031189397768
3134775	X	3162198	6014	5927	5466	5966	8823	10186	11581	14719	13572	13787	13962	13141	24955	24639	36652	9387	22683	19826	30131	11827	36015	43210	30437	29239	39640	54462	51866	33848	37328	45486	64750	28347	54913	34113	31113	8633	20259	34634	28393	28012	25268	22095	28842	15420	63060	45997	48247	47879	2760	1897	1486	3507	2668	1530	3854	917	2981	2237	2863	1628	-0.254021953574217	-0.738954153240508	-0.344119942515551	0.0255494146056303	-0.0397635988896604	0.17553728568088	-1.33709604933028	0.161323101396849	1.34679285273532
3143537	3L	3148593	6125	5184	4290	5343	9951	11397	13887	16429	16294	16184	16302	13009	4897	4823	4768	2095	3388	3651	7121	2671	8914	8413	7766	6086	2460	6556	3591	2204	2398	2943	4424	2346	3496	3186	2529	794	5243	8061	5721	3604	5162	3949	6053	2448	10562	7960	9989	10562	761	631	390	964	679	436	1099	329	709	604	687	385	-0.0147599502963262	0.000581611087480816	0.128407762033382	0.220795549559872	-0.132345804269198	-0.0798501406705291	0.114229422824537	0.00859960462014418	0.114552670149803
3144794	2L	3160390	7052	6720	4779	5400	9175	11040	14093	16375	13147	13853	15863	13469	8926	8438	9533	3944	7837	8370	12735	5026	17055	15737	15604	13151	3473	13610	4477	3321	4951	4092	5644	3163	4165	4531	4599	1412	6950	11442	7199	6582	7430	6797	9205	4839	18496	13435	19075	18780	2486	1953	1193	2728	2501	1489	3337	1012	2410	2398	2478	1545	0.0235720968689597	-0.0795426291666867	-0.0143817842008122	0.11826958520485	0.191221778441749	0.0683414882109263	-0.0703523164985392	0.377832851857526	0.384326830158267
3148593	3L	3159986	10987	10536	7422	9234	16682	18705	25174	29742	24752	25990	24423	20637	7241	6321	7363	3751	4999	5698	9999	3851	12863	12730	11603	10357	17140	28928	19029	14295	14059	15877	30608	13680	18549	15870	11185	3225	7955	11799	8624	5569	7251	5357	9436	3635	14937	11336	14797	15294	1491	1126	705	2305	1849	921	2388	636	1648	1319	1461	803	0.0177484201257791	-0.0616358768486979	0.202921394348454	0.292849582865212	-0.0391601075712327	-0.0837439745403289	0.159033937625535	0.169945500753651	0.232751512439966
3159986	3L	3165228	9110	7261	6210	6479	12881	13142	18118	23680	20544	19134	17554	15589	5442	5337	4728	1774	3851	4316	7839	2850	9986	9418	8722	6579	4545	9495	5906	3366	4037	4732	7299	3507	5167	4942	3184	1011	7321	10722	7712	5631	6839	5154	9313	3324	14950	11408	12975	13271	712	658	407	786	1232	476	1117	317	746	607	775	382	-0.0463832717125733	0.176044998812283	0.0548023256819017	0.307094646056927	0.0278876894696751	-0.112778298931151	0.184464052781611	0.222204036595451	0.288793387472652
3163351	2L	3172544	8182	7052	5356	5805	10366	10441	15080	19043	15162	14777	13492	12766	8611	8782	10548	3894	6903	6721	9954	3920	13450	14308	11734	10153	8435	15502	9315	6126	6340	6495	11263	4903	6779	5728	4180	1397	7912	11436	9004	7587	7865	6498	9719	4055	17088	12892	14862	15297	1195	786	619	1368	1183	591	1612	434	1258	934	1133	650	-0.339166548959557	-0.460104952284695	-0.157216023819967	0.0545132569639073	0.0205195637070788	0.2174343727745	-0.956487525064219	0.292467193445486	1.00020270187865
3164823	X	3173594	1503	1707	1507	1607	1900	2197	2919	3974	3464	2980	3630	3232	4178	3537	4710	1577	3575	4560	5530	2220	9128	7759	9151	5997	5243	9044	6630	5204	4567	5367	9051	4020	5511	3886	3793	1068	4694	6838	4821	3428	4948	3423	4825	1977	8944	6812	10265	10944	904	664	485	931	1391	425	1185	320	857	729	716	445	0.00747511167172733	-0.0231085134541852	0.0357205963225058	0.0174946245967631	0.00941780322867018	0.0843284355919725	0.0200871945400479	0.111240863417406	0.113039926921153
3169340	3L	3179115	3899	3796	3341	4039	7207	7144	8905	10236	9461	9472	10043	9205	6141	5371	5839	2380	4968	5424	8000	3230	12983	10600	11411	7658	2425	7996	2960	2263	3000	2576	3858	2001	2879	2925	2514	733	4998	8212	5172	3632	4623	4023	6055	2626	11642	7994	12747	12568	2030	1435	719	2053	1441	890	2109	692	1410	1577	1431	851	-0.0346204906606134	0.147075415171498	0.0134016362872896	-0.198533946573359	0.0660012223951669	-0.0127903384957299	0.125856560798174	-0.145323062673922	0.192246369122731
3172544	2L	3290898	7471	11448	11894	15249	10563	4970	7853	8407	8802	8899	16206	15381	33449	22999	27956	16480	26352	30532	35551	15984	57751	42479	52233	41631	8970	63002	13793	11823	16343	10147	16745	9421	12548	13671	19481	5910	18854	32693	19843	17741	20255	21890	22361	12068	49835	31068	58123	58473	29816	15292	13051	28517	19587	17664	30370	13236	22487	23156	22380	15645	-0.0866644141377528	-0.0291349908322012	-0.122431758652088	-0.0217113275641894	0.0206610251343124	-0.243486949809309	-0.238231163622042	-0.244537252239186	0.341397942368439
3173594	X	3290559	5144	7762	8467	9091	6957	3948	5056	5297	6039	6248	13872	12568	23186	14565	18259	11923	17022	19425	25709	11703	38425	30575	36750	29713	7607	50910	10079	8511	12667	8121	14075	8212	11489	12761	16500	5135	17006	31239	17415	16066	18636	19693	22860	13527	52369	34503	56793	56949	47209	13031	12711	25011	15750	15967	35150	19890	23047	18513	22801	16252	0.0394392725191876	0.0500073967014691	0.0227725366623529	-0.25501209999895	-0.0118015405602369	-0.0563696014913548	0.11221920588301	-0.323183242050541	0.34211190875401
3179115	3L	3193096	6946	6615	5143	6452	10949	11206	14492	16782	14573	14900	15513	13099	6680	5354	6467	2863	4818	5643	8130	3010	11519	10496	10954	8784	4956	14514	6125	4880	4753	4886	7350	3615	5395	5143	4649	1502	6775	10399	6790	5252	6311	5767	7840	3604	14996	10859	15971	15748	2273	958	805	3031	1852	1123	2853	741	1979	1788	1995	1192	-0.131537652143295	-0.0950879328018104	0.0716821172872861	-0.0749044490105172	-0.00636636133275723	0.133887899346635	-0.154943467657819	0.052617089003361	0.163633848041954
3193096	3L	3198012	3802	3465	2600	2915	3723	6048	7291	10070	8115	7934	7867	6760	5469	5437	5521	2167	3682	3630	7002	2711	8796	10257	7401	7588	3870	7769	3944	2828	2889	4268	8663	4184	6580	5385	3651	1017	4693	7419	5218	3962	4245	3756	6369	2557	11139	8219	10012	9512	1145	446	206	831	853	412	941	218	701	581	705	396	-0.183803621169202	-0.0652867473964742	0.210703646287122	-0.741963033916024	0.333723434828251	0.0404789364583874	-0.0383867222785546	-0.367760662629386	0.369758631305472
3199348	3L	3224435	12954	12535	10650	12732	22601	24756	31978	36532	32095	32071	36606	30691	15692	14639	17283	8350	13432	13563	21597	8011	29422	27784	26925	22915	10273	29734	12514	9055	10213	11425	16384	8126	12542	12479	9910	3099	13488	20565	13672	10064	12085	9848	16061	6669	28020	20016	27897	28787	3652	2487	1743	4276	4679	2069	4870	1446	3602	3146	3105	1897	-0.0616969711192341	-0.134106793498519	0.0427726978971838	0.0935821960375484	0.0766784311480055	-0.0947635597924104	-0.153031066720569	0.0754970673931435	0.170640893594121
3224435	3L	3239149	8933	8532	5857	7739	12991	15250	19834	23128	19164	20072	23581	19510	8666	7769	8500	5131	5998	6202	10917	4099	13873	13750	12957	11497	14063	25717	16596	11259	10295	12966	27619	12178	15169	13391	10489	2973	8525	12919	9035	6772	8324	6096	10016	3970	17412	12636	16287	16709	2236	1037	966	2645	2167	1009	2675	714	1902	1691	1747	1083	-0.151454545992462	-0.158618279977566	0.16575994119283	-0.127169929735423	-0.0666408064732595	0.121710932139521	-0.144312884777197	-0.0720998040691619	0.161321388723033
3239232	3L	3252210	3098	3791	2492	3301	4311	4575	5742	6696	5714	6762	7320	6439	3861	3330	3665	1578	3032	3556	4597	1955	7233	5638	6629	5293	1849	9096	2246	2112	2073	1985	3368	1856	2342	2552	2915	814	2598	4981	2690	2469	2939	3324	3746	2191	7916	5035	9331	9286	3170	1892	1361	2968	2329	1671	3506	1573	2616	2526	2568	1797	-0.117498993382557	-0.0564626489552706	0.0110229258735711	0.116083882224124	0.131628478929691	0.0346405461218911	-0.162938716464256	0.282352907275706	0.325994155729919
3252210	3L	3277497	1252	2261	2367	3011	2037	951	1320	1402	1484	1504	3619	3390	8098	5583	6261	3494	6511	6899	8567	3833	14156	10783	12948	9674	2055	14317	2790	2835	3305	2524	4276	2451	2858	3234	4641	1348	4603	8746	4819	4617	5281	5777	6155	3261	13800	8919	15943	16258	5899	3756	2977	5970	5431	3729	6988	3046	5224	4884	5591	3849	-0.0993763011147739	0.124224337708695	-0.0986287123778879	0.194486777971019	0.0350618252744328	-0.0124004784430632	-0.0737806757839671	0.217148124802389	0.229340132171264
